product;review
Renewing Argan Oil Of Morocco Weightless Healing Dry Oil;I've already noticed changes only after a week using this product. My hair is shiner and looks and feels healthier. Get this!
Renewing Argan Oil Of Morocco Weightless Healing Dry Oil;I have been using this product for 3 years
Renewing Argan Oil Of Morocco Weightless Healing Dry Oil;This product is awesome. I originally bought it about a year ago to help tame my frizz when I curl my hair. It works pretty good for that. I do find that it weakens the curls though. What I found that this product works amazing for us healing split ends! I put this on the ends of my hair every night and brush through it. I've been doing that for about 2 months and my hair dresser said that she's never seen my hair so healthy!! Try this product it's amazing!!!
Renewing Argan Oil Of Morocco Weightless Healing Dry Oil;Excellent!
Renewing Argan Oil Of Morocco Weightless Healing Dry Oil;I love this hair product.
Renewing Argan Oil Of Morocco Weightless Healing Dry Oil;Got this because my hair was super dry after putting some blonde in it and it literally did everything I needed it to do. My hair is SO soft now. And also I would like to add I have very oily hair and most oils make my hair super greasy but this didn't do that. I don't spray it near my roots though.
Renewing Argan Oil Of Morocco Weightless Healing Dry Oil;I use this after styling to give my hair some protection and moisture.
Renewing Argan Oil Of Morocco Weightless Healing Dry Oil;I used this product after blowing out my hair, and then put my hair in a French braid. In the morning when I took the braid out my hair smelled like mildew, I completely dried my hair before I used it so I know it wasn't just from my hair still being wet.
Renewing Argan Oil Of Morocco Weightless Healing Dry Oil;Love this product! I have very thick&frizzy hair and this helped tame away the frizz and made my hair feel very soft. I use it after I blow dry or straighten my hair. I also sometimes spray it on the ends of my hair when they need some extra moisture. It also smells amazing!
Renewing Argan Oil Of Morocco Weightless Healing Dry Oil;This is amazing as a leave in conditioner, doesn't make my hair greasy at all. I've used this for years. Get it if you have dry hair or split ends.
Renewing Argan Oil Of Morocco Weightless Healing Dry Oil;I love how this smells!! It makes my hair smell like it just came from the salon. It's a good product if you shower in the morning because it keeps my hair soft all day but by the next day my hair is flat and dry.
Renewing Argan Oil Of Morocco Weightless Healing Dry Oil;I love how it smoothens my skin at the end of the day it really is smooth I love that feeling I just can't stand the smell of this thing, it's smells weird for me and also after atleast 18hrs of wearing it it leaves a heavy amount of grease in my hair that's why I had to immediately shower ew
Renewing Argan Oil Of Morocco Weightless Healing Dry Oil;I used to use this a few years ago and I remember liking it, but when I tried using it now it was awful. It made my hair both dry and greasy somehow....like lots of frizz but weighed down with a greasy look. Maybe it's better if you blow dry your hair? Had to return.
Renewing Argan Oil Of Morocco Weightless Healing Dry Oil;definitely made a huge difference to my hair. I use it after I shower and/or straighten my hair. it leaves my hair feeling so silky. a little bit goes a long way
Renewing Argan Oil Of Morocco Weightless Healing Dry Oil;I sprayed around 7 pumps to only the ENDS of my hair because that is where my hair is most frizzy. Worked WONDERS!! I did use the olapex shampoo and conditioner while in the shower, but this product was really able to cut out the frizz and leave my hair shiny and soft. I've dyed it around three times in the past year, once with bleach, and this product knocked the frizz out.
Renewing Argan Oil Of Morocco Weightless Healing Dry Oil;I put it on my freshly shampooed hair for styling. Leaves my hair sleek and shiny.
Renewing Argan Oil Of Morocco Weightless Healing Dry Oil;Product is best on market
Renewing Argan Oil Of Morocco Weightless Healing Dry Oil;I love this stuff! My hair is thin and also damaged from getting highlights. It helps bring moisture back to my hair! The thing that I hate about it though, is I have VERY sensitive acne prone skin and this stuff makes me break out! Still trying to decide if it's worth continuing to use. :-/
Renewing Argan Oil Of Morocco Weightless Healing Dry Oil;I have been looking for my holy grail leave-in product for my thin hair for so long and I finally found it! It is SO lightweight, doesn't weigh the hair down, and makes it super shiny and soft. My hair has never looked better and since it's oil-based it helps keep out tangles too. This is great for right out of the shower and also for touching up between washes. I always had to wash my hair every 2nd day because my ends were too dry, and this works amazing for helping to treat your ends so you don't have to wash and condition it. All around amazing multi-use product and I'll keep buying it again and again!
Renewing Argan Oil Of Morocco Weightless Healing Dry Oil;My holy grail. I'll put this on when my hair is damp. After I brush, I'll separate my hair into two. A little goes a long way. It's very moisturizing and doesn't way my hair down. The best part about it is that it brings out my natural waves PERFECTLY. Almost looks like I have heat styled waves. It was always a struggle to bring out my natural waves without product as it would always frizz up. Not this product. Get it! You won't regret it!
Renewing Argan Oil Of Morocco Weightless Healing Dry Oil;I have thick coarse Hispanic hair, this stuff is a god send but you really only need a small amount. It instantly made my frizz vanish without leaving it greasy or sticking together. Super excited I took a risk with this and for the price it really is amazing.
Renewing Argan Oil Of Morocco Weightless Healing Dry Oil;This oil makes my hair smell good and very soft
Renewing Argan Oil Of Morocco Weightless Healing Dry Oil;moisturizes my 3c curls so so well. it feels super duper nice and I love it!
Renewing Argan Oil Of Morocco Weightless Healing Dry Oil;This is my must have product in my bathroom cabinet. My hair is always so dry no matter what products I use, but this oil has saved me so many times! It adds shine and tames frizz without making my hair oily. I spray on my ends and avoid my scalp. If you have any sort of dry or textured hair, this product is for you!
Renewing Argan Oil Of Morocco Weightless Healing Dry Oil;this works a little better when my hair is straightened, but it makes my curls lose their definition and feel like straw
Renewing Argan Oil Of Morocco Weightless Healing Dry Oil;After reading so many glowing reviews and enjoying another oil by OGX (the biotin one) I decided to give this a try! A few uses in, and I'm disappointed and unimpressed.  The first time I used it, I used about a quarter about, like I would with the biotin oil.  Nope.  My hair ended up so greasy!  For the next few washes, I reduced my amount DRASTICALLY and blow dried my hair, still heavy, sticky, and greasy.  I have medium density hair (not too think, not too fine) so I'm shocked at how much this weighs my hair down.  It also doesn't have any scent, the other oil smelled AMAZING! Did I just get a defective bottle?
Renewing Argan Oil Of Morocco Weightless Healing Dry Oil;I love the OGX Moroccan oil.  It makes my hair super soft and it smells amazing.  I have naturally fine hair that has some damage from frequent coloring, and a very small amount of this on gently toweled hair after a shower has done amazing things for it.  If you have fine hair I will say it's easy to accidentally use too much, you really need about the size of a pea for shoulder length hair, and if your hair also trends oils at the roots like mine, only apply it to the bottom half of your hair, focusing on the roots.  This also had the side effect of making my hands really soft.
Renewing Argan Oil Of Morocco Weightless Healing Dry Oil;makes my hair smooth/shiny and really tames frizziness on my hair ! Very lightweight and smells great :)
Renewing Argan Oil Of Morocco Weightless Healing Dry Oil;I put this on my hair immediately after I shower with other products and I love it.
Renewing Argan Oil Of Morocco Weightless Healing Dry Oil;i personally love this product. i have very dry and damaged hair and this always leaves it silky and smooth. i put it on after the shower and before i do my hair i also put hair spray in there but this gives it more of a silky finish.
Renewing Argan Oil Of Morocco Weightless Healing Dry Oil;Moisturizes my hair so well and it makes It so so soft. Very happy with this.
Renewing Argan Oil Of Morocco Weightless Healing Dry Oil;Both my daughter and I have really frizzy, curly hair. This works great to manage our curls and helps to detangle it as well.
Renewing Argan Oil Of Morocco Weightless Healing Dry Oil;this oil has been moisturizing and adding shine to my hair all day! I use it after blow drying and apply all over my hair, I love the smell and the frizz control I cant get over it. ogx infused with argan oil of morocco leaving my hair shiny and glowing, no more frizz ! healing dry oil. beeauty pure and simple. Must try.
Renewing Argan Oil Of Morocco Weightless Healing Dry Oil;I love this stuff so much. I think I've bought it like 4 times now! It smells fantastic, it makes my hair so soft and it is way easier to comb through when its wet, and also once it dries. I have pretty fine (and very damaged...whoops) hair that isn't very thick, and it doesn't weigh it down at all. I use about a dime size and rub it on my hands and work in, starting at the bottom. It's great, I can't say that enough.
Renewing Argan Oil Of Morocco Weightless Healing Dry Oil;Love this product
Renewing Argan Oil Of Morocco Weightless Healing Dry Oil;So I never used to use oil because it normally wears my curls down. But this oil! I spray it multiple times day. Makes it shiny & keeps my scalp from being dry. love love love.
Renewing Argan Oil Of Morocco Weightless Healing Dry Oil;Makes hair more manageable
Renewing Argan Oil Of Morocco Weightless Healing Dry Oil;My hair looks/feels soft and healthy.
Renewing Argan Oil Of Morocco Weightless Healing Dry Oil;I usually use this product after I shower it works great on my hair
Renewing Argan Oil Of Morocco Weightless Healing Dry Oil;Its great everytime i use it
Renewing Argan Oil Of Morocco Weightless Healing Dry Oil;Thank you!
Renewing Argan Oil Of Morocco Weightless Healing Dry Oil;I love this oil! It makes my hair so shiny and soft without being greasy or oily.  I just dyed my hair and everyone complimented how shiny it was.
Renewing Argan Oil Of Morocco Weightless Healing Dry Oil;I was amazed on how amazing my hair turned out! I absolutely loved! i added it to my hair before blow drying and after! my ends would always come out dry but this made it silky smooth!
Renewing Argan Oil Of Morocco Weightless Healing Dry Oil;It did help with my bleaching my hair and I am sooo happy with it.
Renewing Argan Oil Of Morocco Weightless Healing Dry Oil;Makes your hair soft and glossy.
Renewing Argan Oil Of Morocco Weightless Healing Dry Oil;After I work out and shower.  I use it on my hair and it works perfectly.
Renewing Argan Oil Of Morocco Weightless Healing Dry Oil;I was worried this would be too heavy for my thin short hair but it wasn't :) I obviously use a very small portion but this stuff is awesome! Cuts down drying time and leaves my hair super soft and shiney :) I love this way more than the CHi oil.
Renewing Argan Oil Of Morocco Weightless Healing Dry Oil;I am growing out some old color, so the bottom third of my shoulder length hair is pretty parched. I've used the OGX Coconut Oil mist after I'm finished styling with pretty good results.  I decided to try this for a change, and I am so glad I did!  After reading some of the reviews here, I decided to try spraying this on my hair when it's wet to see how it would do.  I cannot believe how smooth it made my hair when I blew it dry!  I don't straighten my naturally wavy hair every day, but my hair just glided through my iron this morning.  I was so impressed, I felt compelled to write a review.  I still sprayed a bit in my hands and ran them through my hair when I was finished styling, like I did with the coconut oil, and it left my hair feeling silky and healthy all day.  I absolutely love this stuff!  Highly recommend.
Renewing Argan Oil Of Morocco Weightless Healing Dry Oil;I have really dry hair and this helped a lot with that, my hair looks less dull, it looks more healthy and it smells amazing!
Renewing Argan Oil Of Morocco Weightless Healing Dry Oil;Spray into hand and run threw hair or spray a few times a few inches away from ended. Personally helped me with moisture after showers for a fix for my split ends.
Renewing Argan Oil Of Morocco Weightless Healing Dry Oil;Love this. Smells sooooo good and leaves my hair feeling so soft when I wake up. I put this on after I've showered and brushed my hair.
Renewing Argan Oil Of Morocco Weightless Healing Dry Oil;It smells amazing! The mist is so fine, it's light weight, not greasy and it gives beautiful shine. I love this!
Renewing Argan Oil Of Morocco Weightless Healing Dry Oil;I spray this on my hair every night before bed and then before I leave for work.  It has completely changed how my hair feels and looks.  I have pain-in-the-butt curly hair thats been through just about every treatment imaginable and dyed (because blondes have more fun right?).  This product has completely changed my life.  I do go through it extremely fast, but its relatively cheap so I don't care!!!
Renewing Argan Oil Of Morocco Weightless Healing Dry Oil;I like the product it smells good and is very light on my hair.
Renewing Argan Oil Of Morocco Weightless Healing Dry Oil;I've been using this for years now. Love it. Seems a little oily when you first put it on, but my hair absorbs it and it gives me softness and shine. I also like the smell.Works great., better than higher priced products.I'm always afraid they will discontinue it.
Renewing Argan Oil Of Morocco Weightless Healing Dry Oil;I asked a question on here about it being shiny enough. I bought it and whoa was it shiny! Love it! I use it almost everyday cause my hair is so thick. The only problem is it's only shiny in the sunshine and never indoors. Thinking about getting the shampoo and conditioner. Maybe that will help.
Renewing Argan Oil Of Morocco Weightless Healing Dry Oil;Spritz on when using heat and it leaves hair smooth soft and shiny! What a bargain too! Smells great!
Renewing Argan Oil Of Morocco Weightless Healing Dry Oil;Argan oil really does help maintain my hair. My hair is overprocessed therefore there's only so much it can do which is calm down frizz and coat my hair to keep it from looking like a broom. But I notice my hair turns yellow much quicker and after reading the ingredients listed in the bottle(which are not listed in this website) that it contains red and yellow dyes..
Renewing Argan Oil Of Morocco Weightless Healing Dry Oil;I have natural curly hair. I don't wash my hair everyday but I wet it everyday. I've been having trouble finding something that can define my curls while keeping them baby soft. This product does that for me.
Renewing Argan Oil Of Morocco Weightless Healing Dry Oil;It doesn't weight my hair down and pleasant smell.
Renewing Argan Oil Of Morocco Weightless Healing Dry Oil;I seen this once on Pinterest for dry brittle hair. So I purchased once & OMG now this like my 4 bottle or so. I use this once I step out the shower then blow dry or air dry May hair. Smells super good!! I spray once I straighten my hair too. I also use it the next day once I brush my hair. Hubby loves the smell too
Renewing Argan Oil Of Morocco Weightless Healing Dry Oil;Just spray it in your hair regularly and you should feel your hair feel softer and livelier. I just spray it on my ends.
Renewing Argan Oil Of Morocco Weightless Healing Dry Oil;Affordable and actually softens texture of colored hair!
Renewing Argan Oil Of Morocco Weightless Healing Dry Oil;I always put it on my wet hair then blow dry. Just in case I put too much on the blow drying helps dry it out a little more. I also put it on my dry hair to try to smooth out the frizziness. You do need to be careful because you can put to much on and look like you have dirty oily hair.
Renewing Argan Oil Of Morocco Weightless Healing Dry Oil;this products sucks. messed up my hair, drying it terribly. WORST product ever
Renewing Argan Oil Of Morocco Weightless Healing Dry Oil;I have dry hair because I dye it.  I use this almost nightly.
Renewing Argan Oil Of Morocco Weightless Healing Dry Oil;like it very much
Renewing Argan Oil Of Morocco Weightless Healing Dry Oil;Tamed frizz and smells amazing 🙌 doesn't leave a greasy residue
Renewing Argan Oil Of Morocco Weightless Healing Dry Oil;i use this product every day and it does a great job keeping my hair from getting frizzy. it works much better than other moroccan/argan oil products that i have used in the past. my only issue with it is that it's difficult to dispense the product without getting too much or dripping it all over the side of the bottle
Renewing Argan Oil Of Morocco Weightless Healing Dry Oil;Works great
Renewing Argan Oil Of Morocco Weightless Healing Dry Oil;Makes my hair feel good and healthy. I use it on damp hair and I love it. Good price too.
Renewing Argan Oil Of Morocco Weightless Healing Dry Oil;Awesome! Lightweight oil! Superior!
Renewing Argan Oil Of Morocco Weightless Healing Dry Oil;This is a very lightweight oil and it smells nice.  Not a heavy scent.  I spray a small amount in the palm of my hand and apply it to the ends of my hair.  Does a very nice job.  I ran out of my Moroccan Miricle Oil and was looking for something to use and this works great.  Would definetely recommend.
Renewing Argan Oil Of Morocco Weightless Healing Dry Oil;I love how weightless this product really is. I have thick wavy hair and any product can weigh it down even more. This adds shine, helps with the dryness, smells great, and gives shine without it looking greasy.
Renewing Argan Oil Of Morocco Weightless Healing Dry Oil;I've been spending tons of money on products for my daughter's curly, tangly, sometimes matted, frizzy, dry hair. It's been a nightmare, nothing works well at all. My friend and I were at Ulta and she recommended this. So, it wasn't a wash day for my daughter so I divided her hair into 3 sections, misted with water and sprayed this and then using a WIDE comb, I combed it through. WOW, incredible results. She then went to bed and I expcted to have to fight it again this morning but low and behold it was hardly tangled at all, just a bit at the ends. Another misting of water and this and it was perfect again.
Renewing Argan Oil Of Morocco Weightless Healing Dry Oil;Makes my hair soft and smells really good!
Renewing Argan Oil Of Morocco Weightless Healing Dry Oil;Man I was excited to try this only to find out it has drying ingredients such an trimthone an dimethicone smh
Renewing Argan Oil Of Morocco Weightless Healing Dry Oil;I have wavy/curly hair and it took me years to find the right product for this humid Florida weather. Glad I chose to buy this product on a whim. It's not greasy on my hair and it smells good too! I usually spray it on my towel-dried hair after shower and my hair is ready in the morning.
Renewing Argan Oil Of Morocco Weightless Healing Dry Oil;I have crazy curly dry hair and this argan oil helps a lot.     I use it daily.
Renewing Argan Oil Of Morocco Weightless Healing Dry Oil;I bought this purely to add moisture to my hair on occasion. Not knowing if it would make my hair greasy, I decided to use it after my hair was towel dried and discovered that it made my hair dry so quickly! It's better than my Redken Pillow Proof Primer Spray and the Redken Diamond Oil Spray for a cheaper price. I can spray quite a bit onto my hair and it won't look greasy, so this product is a win.
Renewing Argan Oil Of Morocco Weightless Healing Dry Oil;I put it in my hair after almost every shower, my hair gets really tangly so this helps smooth it out and makes it feel a lot softer and smoother!!
Renewing Argan Oil Of Morocco Weightless Healing Dry Oil;One of my all time favorite hair products!!
Renewing Argan Oil Of Morocco Weightless Healing Dry Oil;I use this on my hair twice a week
Renewing Argan Oil Of Morocco Weightless Healing Dry Oil;I love using this product every day.
Renewing Argan Oil Of Morocco Weightless Healing Dry Oil;leaves hair shiny and healthy looking! weightless. not greasy.
Renewing Argan Oil Of Morocco Weightless Healing Dry Oil;I love it. For my curls. They shine and stay moisturized throughout the day. Not looking dry
Renewing Argan Oil Of Morocco Weightless Healing Dry Oil;I used to always think that hair products needed an expensive price tag in order to actually be good, but that's definitely not the case with this product. I have thick, frizzy, and chemically processed hair, and I use this oil every time I wash my hair. I apply it when my hair is still wet and whether I decided to let my hair air dry or I blow dry it, this oil has done so much to keep my hair looking and feeling good!
Renewing Argan Oil Of Morocco Weightless Healing Dry Oil;"I was having a problem with ""static electricity"" and could not get it controlled.  this product did the trick.  Love it.  My husband also uses it every morning, he is balding and his ""scalp""is dry.  This product works!"
Renewing Argan Oil Of Morocco Weightless Healing Dry Oil;I am disappointed in this product. I thought it would be a lot more effective and helpful to my damaged and dry hair. It isn't really doing much for me except leaving my hair looking and feeling greasy. The smell is great but i would not recommend this product for trying to restore your hair and get it healthy again. I just don't see it working.
Renewing Argan Oil Of Morocco Weightless Healing Dry Oil;I love this hair oil! I use it on wet hair before I blow dry it and it works better than Living Proof. I also spray a little on my finished hairstyle and it makes my hair soft and smooth. It repaired the damage I had from using Big Sexy Flat Iron Spray. This is amazing and I will continue to buy it again and again!!!
Renewing Argan Oil Of Morocco Weightless Healing Dry Oil;i use this oil 1-2x a week, it helps keep my hair soft & smooth. i particularly like to use this after using a clarifying shampoo
Renewing Argan Oil Of Morocco Weightless Healing Dry Oil;Made my hair shiny but not oily, tamed frizz, smoothed dead ends and smells great! Buying again as I'm almost out of my bottle :)
Renewing Argan Oil Of Morocco Weightless Healing Dry Oil;This is hands down the best product I've used on my hair in a very long time.  It makes your hair feel so soft, look soft and not frizzy at all.  I flat iron my hair every day and it makes it look awesome!!
Renewing Argan Oil Of Morocco Weightless Healing Dry Oil;I just wash and go, this oil made my hair less frizzy
Renewing Argan Oil Of Morocco Weightless Healing Dry Oil;the best!!!!!
Renewing Argan Oil Of Morocco Weightless Healing Dry Oil;Are use it after I wash my hair while it's still wet
Renewing Argan Oil Of Morocco Weightless Healing Dry Oil;Perfect if you have coarse horse hair like mine. It softens and makes hair more manageable
Renewing Argan Oil Of Morocco Weightless Healing Dry Oil;I have a pixie cut I used to bleach platinum myself (my hair is actually in really good condition), but the very back is ruined from the bleaching without help. Currently growing out my pixie for the second time and this helps make me frizzy straw like ends lay flat and feel smooth. Been using for three months now, def recommend. Only wish it fixed my hair rather than covered it.
Renewing Argan Oil Of Morocco Weightless Healing Dry Oil;Essential to smooth and detangle damaged frizzy blonde hair. I use about a tablespoonful on wet hair before I brush and blowdry.
Biotin & Collagen Conditioner;I have been using this product for a few months & have lost so much hair since I have been using. I did not think it was related to the product until I did some research.
Biotin & Collagen Conditioner;I've been using this product for several months, and it left my hair in worse condition than before.  It's way too soft -- and fly-away!  None of which is an improvement over no conditioner at all.  The only good thing I experienced with this product is the fragrance -- if it was a product that did even the minimum of what any conditioner should do, I would buy it just for the fragrance.  Too bad, because I love other OGX products.
Biotin & Collagen Conditioner;It'll make your hair feel full and give volume, but at the same time it'll weigh it down. Your hair will become oily, and be due for a wash compared to normal time.
Biotin & Collagen Conditioner;I bought this shampoo hoping I could achieve more thick and voluminous hair. However, after using this product only 2 times it left a waxy/sticky coat over my hair and actually made me loose hair. I have never used a product that made me loose so much hair especially if it claims to strengthen your hair
Biotin & Collagen Conditioner;As a conditioner
Biotin & Collagen Conditioner;i am so disappointed that a product I have used forever has changed. I noticed no difference in shampoo. But this new formula for the conditioner is just sad. totally dries out hair as if theres no conditioner in it at all. My first clue was it was not squeezing out of the bottle right. It actually tangles my hair leaving it hard now and not soft and easy to get a wide tooth comb through this thin hair. I am so disappointed and am going to have to change brands. I pulled out a sample bottle and then this. The ingredient's are switched around and some changed. I am going to have to throw away a bottle 3/4 full. I used so much last night to try to make it work and its still horrid.
Biotin & Collagen Conditioner;Not sure if this is a bad bottle, but I have a heck of a time getting product out of container, and when I do, its just a blob and it doesn't lather up.  Not to impressed at this point.
Biotin & Collagen Conditioner;I was surprised I liked this shampoo and conditioner so much. I think the people who didn't like it probably were using it every time they washed their hair. I alternate with a higher quality shampoo and conditioner (lanza and a purple shampoo) and I've never had a problem with build up. Im obsessed with the smell! I can go to bed with my hair wet and just brush it in the morning and it looks like I just had a blow out.  Is this the best shampoo and conditioner for the health of your hair? Probably not.. but its a good one to have in the shower for the days you want something different.
Biotin & Collagen Conditioner;Smells absolutely awful, would NOT recommend!
Biotin & Collagen Conditioner;"This is the strangest shampoo (and the conditioner) to me. I am used to shampoos that feel frothy and rich, and conditioners that feel silky when I rinse them out. I do a lot of detangling with my fingers in the shower because my hair is so long. It's well past my waist, almost to the top of my legs. Finger detangling in the shower helps prevent a lot of breakage. This shampoo (and the conditioner) scared me at first. I could hardly get my fingers through my hair. It knotted up when I shampooed, and took forever to get the knots out. The shampoo seemed to completely strip my hair, or so it felt. I'm talking SQUEEEEEAKY clean. I assumed that when it dried, it would look like a broom. But it didn't. I also used the conditioner, which didn't give me a warm fuzzy feeling, either. I didn't use any detangler or hair oil out of the shower because I wanted to see exactly how this stuff worked for me. I carefully detangled with a flat detangling brush and let it air dry. And it looked amazing! I was shocked. My hair was so shiny and soft. It had lots of movement, and my waves had definition. I've used about half of both bottles so far, and I'm not seeing any change. My hair doesn't seem to be drying out or breaking, and I haven't noticed any unusual hair fall. I'm still on the fence, though, because it's so difficult to detangle. The ""after"" is great for me. It's getting there that's difficult, and I don't like spending ages on my hair. I want to wash, detangle, and let it air dry on its own."
Biotin & Collagen Conditioner;Great product!! Loved it! Give a heavy hair look. happy with purchase.
Biotin & Collagen Conditioner;I recently cut my waist-length hair off to about my jawline, and was seriously concerned about volume. My hair has always been super thin, so when I chopped it off, I was instantly on the hunt for a good voluming shampoo. I work at Ulta and despite my employee discount, I'm not a fan of dropping a ton of money on shampoos because I like to mix mine to get various benefits. OGX has worked great for me in the past and I love that it's cruelty free and very affordable. While this shampoo in particular doesn't smell the ~best~ it works AMAZING. My hair has gotten some SERIOUS volume since I've started using it and I've found myself using less volumizing styling products just because I don't want my hair to look poofy! Can't say I've had to deal with that before! Overall, I totally recommend and will plan on getting this again once I run out!
Biotin & Collagen Conditioner;So far I love it
Biotin & Collagen Conditioner;This made my hair feel dry and as if there was a coat of sticky wax covering it - will not be buying again
Biotin & Collagen Conditioner;I have used several different kinds of shampoo and this one made my thin post postpartum hair thick and healthy
Biotin & Collagen Conditioner;After trying this product for two months, I'm going tomorrow to get my long hair cut off at my neck because it feels like straw, is breaking, and falling out.
Biotin & Collagen Conditioner;I read the other reviews about the DMDM in this that causes hair loss. After using this shampoo my hair falls out, is dry and brittle. Looking at the ingredients on Ulta's website, the DMDM is not listed. On the bottle in my shower it's listed plain as day!! Why didn't ulta include it on their ingredients?! That's shady.
Biotin & Collagen Conditioner;This shampoo knotted my hair up so bad, and I experienced so much hair loss. Honestly while I was using it I never thought anything of it until i seen that other people were experiencing the same issue, it also dried out my hair. Never will purchase this again!
Biotin & Collagen Conditioner;The best product ever if you have damaged hair
Biotin & Collagen Conditioner;I've been using this for about 2 years, thinking it was good for my hair. WRONG! It has DMDM Hydantoin as well as other ingredients that DAMAGE your hair and cause HAIR LOSS! As a 27-yr old experiencing hair loss, this is not okay!
Biotin & Collagen Conditioner;I decided to try this after reading an article rating shampoos for thin hair, (this was the reasonably priced option) and boy I'm sure glad I did! My very fine, very thin hair seems thicker and fuller after only about a week of daily washing! It also does not seem to be drying like other shampoos I've tried. I was very skeptical, but this has certainly lived up to it's recommendation. I definitely recommend it.
Biotin & Collagen Conditioner;Unfortunately I used this for years since it's sulfate and paraben free. However it has DMDM hydantoin!!! This is no better than using tresemme. Look up the lawsuits and save your hair. I switched to hempz shampoo and conditioner
Biotin & Collagen Conditioner;My husband used this product, and his scalp was very irritated.
Biotin & Collagen Conditioner;I started noticing hair loss after a few times using this shampoo and conditioner. At the time I didnt think none of it until my shower got clogged. When I unclogged it and seen the amount of hair I lost I wanted to cry. I immediately threw the product away and stopped using it. I then googled what causes hair loss and seen that this product contains DMDM hydantoin and sodium chloride. Which both ingredients are bad for your scalp & causes hair loss.
Biotin & Collagen Conditioner;I used it for 3 times now. It's really good shampoo. The only negative thing - the smell is too strong.
Biotin & Collagen Conditioner;I can't honestly rate this for how it works but I will tell you if you don't like that fake coconut smell that smells like a car air freshener, you will hate this smell.  It's just like it.  Must return.
Biotin & Collagen Conditioner;After using the shampoo and conditioner for only one week, my hair has so much volume and looks healthy!  I am not losing hair as I was before.  So impressed with this product!
Biotin & Collagen Conditioner;This product smells great and leaves my hair soft
Biotin & Collagen Conditioner;I've been using this shampoo for a few weeks now, because I wanted my hair to feel thicker and more voluminous. The first few times I used it, I thought my hair looked super shiny and clean. As I've continued to use it, I've noticed a drastic REDUCTION in my hair's volume. My hair is so limp and feels incredibly thin now. The shampoo smells good and it does make my hair shiny, but it is not worth all the fall out!
Biotin & Collagen Conditioner;So I tried switching to different shampoos and conditioners to see differences, and I always go back to this!! The only shampoo and conditioner that leaves my hair so soft and healthy feeling. My hair grew the longest when I used this. Will always stick with it!
Biotin & Collagen Conditioner;Seriously like food for my hair!! Thankful & please do not change formula or do anything with this product! Life changing!
Biotin & Collagen Conditioner;I purchased this after seeing thousands of great reviews of several sites. I question if the reviews are legit because this stuff is terrible! The shampoo along with the conditioner will dry out your hair! My hair was so dry, coarse and difficult to straighten with a straightener after using this. Usually after shampooing and conditioning, your hair immediately becomes softer and you can run your fingers through it. I couldn't run my fingers through my hair at all in the shower with the conditioner that goes along with this shampoo. The texture / fragrance of this stuff reminds me of something you'd find at a cheap discount store. It is not worth the price. I am throwing both bottles out and purchasing new ones because it is ruining my hair!!
Biotin & Collagen Conditioner;Dried my hair out severely and made it start falling out! I've always been super self conscious of my thin hair and now it's worse than before. So disappointed.
Biotin & Collagen Conditioner;I wash my hair twice a week while it stays full and soft and  feeling good with how my hair feels.  With what I was using left a coating and flats on my hair and I lost more hair.
Biotin & Collagen Conditioner;"I honestly am torn between liking and disliking this product. The shampoo and conditioner does what it's labeled to do, my hair is noticeable thicker and has more texture. However, it's almost thick to the point where it has lost all natural shape and bounce and just wants to poof out like a box around my head. It's almost crunchy. On top of that, the product leaves a waxy film on your hair and on your skin that is impossible to rinse out completely. I guess that's what makes your hair feel ""thicker""? It smells really strong too, like reallyyyy strong. I like the smell because it reminds me of warm vanilla sugar, but sensitive users beware. Like I said, does the job, but due to its quirks I will not be repurchasing."
Biotin & Collagen Conditioner;I bought this shampoo and conditioner desperately looking for something to help me with my rapidly thinning hair.  My hair has gotten so thin that I can see my scalp throughout it so I was hoping to find a product to help add volume.  At first the product was really helping my hair look great, and then I started to notice a film being left on my scalp after showering no matter how well I rinsed my hair.  This film made my hair feel grimy and my scalp was itchy....so the search for a perfect shampoo and conditioner continues.
Biotin & Collagen Conditioner;Where has this been my whole life!!! It smells amazing, my hair feels so much thicker, shinier, so soft and not frizzy at all. I love love love this formula.
Biotin & Collagen Conditioner;Smells nice but made my hair feel incredibly dry. I have tried other organix products and loved them but the collagen ones just dry out my hair for some reason.
Biotin & Collagen Conditioner;i was a little sceptical about trying it because of all the bad reviews but i figured hey why not my hair was already falling out ALOT and i mean literal bunches of hair i was so depressed about it and decided to give it a try let me tell you i was so happy to see only a couple hairs go down the drain after i showered i also noticed it helped with the itching on my scalp i was so sick of using head and shoulders it made my hair stink! this one smells sweet like vanilla :) the only bad thing is it does make your hair dry so i use the ogx coconut serum for that  , other than that i love how full my hair feels now and also how much it stopped falling out
Biotin & Collagen Conditioner;I used this shampoo religiously for two or three years now. I loved the smell and it gave good softness and volume to my thin, fine hair. I recently noticed more and more of my hair falling out in the shower and began to fear the worst, like a hormone issue, until I happened to read a review for this shampoo and everyone else was mentioning hair loss. Put it in the trash immediately and moved on to a new brand and the hair loss is slowly stopping but it's going to be a long journey to get it back to normal.
Biotin & Collagen Conditioner;This shampoo turned into gel after two weeks! It's super sticky now and can't be washed out of my hair. It was even hard to get off of my hands. The first few uses were good but i had to throw it away after only a few weeks
